conversion_id,user_id,click_id,impression_id,conversion_time,conversion_type,revenue,product_cost,attribution_type
227,8338,2156.0,73007,2024-03-22 17:00:00,purchase,13.519534265549249,6.211396320079439,click
228,8341,2158.0,37027,2024-03-20 11:00:00,purchase,43.682393878752215,21.215078191331347,click
229,8399,2177.0,66617,2024-03-22 02:00:00,purchase,76.28439794461681,34.0291674781124,click
230,8479,2192.0,57864,2024-03-28 12:00:00,purchase,36.14614077824997,8.983324680553638,click
231,8533,2202.0,26323,2024-02-29 02:00:00,purchase,4.99941083623724,2.6172102843157528,click
232,8556,2211.0,1982,2024-02-29 06:00:00,purchase,42.718922964242736,15.314154343216876,click
233,8567,2214.0,16239,2024-01-26 19:00:00,purchase,15.05019987231131,7.340570308179103,click
234,8612,2226.0,45938,2024-02-03 17:00:00,purchase,21.999171375263522,9.08692590556701,click
235,8649,2235.0,45382,2024-01-23 17:00:00,purchase,28.518077490562106,11.331562006984239,click
236,8678,2243.0,6865,2024-01-28 17:00:00,purchase,26.921399344194473,10.11794365846813,click
237,8709,2251.0,71599,2024-03-02 08:00:00,purchase,41.29703717500718,20.980779960435985,click
238,8736,2260.0,52457,2024-01-15 15:00:00,purchase,11.73222495728795,4.744172912813238,click
239,8757,2266.0,43807,2024-01-29 02:00:00,purchase,96.34760183341751,35.13861425775358,click
240,8761,2267.0,41027,2024-02-07 01:00:00,purchase,15.767110107311286,6.0972196822563856,click
241,8803,2276.0,77130,2024-01-17 00:00:00,purchase,51.46638193291308,23.224039776785677,click
242,8827,2280.0,16592,2024-03-29 02:00:00,purchase,45.5193349981704,22.71413403061145,click
243,8859,2290.0,72041,2024-01-27 09:00:00,purchase,68.42781612476016,31.368541443302895,click
244,8998,2323.0,5913,2024-03-25 03:00:00,purchase,4.121488810507299,1.8702325352692164,click
245,9018,2328.0,1395,2024-01-16 00:00:00,purchase,76.39334942703978,34.80698797065726,click
246,9046,2335.0,25364,2024-01-17 13:00:00,purchase,112.76217713676104,37.345089592738745,click
247,9076,2340.0,62146,2024-03-07 07:00:00,purchase,24.733612681187136,8.107806834915738,click
248,9089,2346.0,90438,2024-02-10 21:00:00,purchase,43.86141704697046,24.734362221000158,click
249,9195,2363.0,56611,2024-03-17 00:00:00,purchase,14.275878941217163,5.140747113710578,click
250,9254,2377.0,70279,2024-02-03 17:00:00,purchase,23.092281380820314,12.55916745630621,click
251,9265,2380.0,69533,2024-01-03 06:00:00,purchase,44.00948970893225,16.16097757772424,click
252,9279,2384.0,70082,2024-02-03 02:00:00,purchase,37.410844486184885,9.617227208351068,click
253,9291,2388.0,43596,2024-01-15 16:00:00,purchase,2.1637453462047014,1.2432015211585241,click
254,9301,2390.0,28144,2024-01-23 20:00:00,purchase,29.05669842367846,15.290028651185725,click
255,9362,2400.0,25582,2024-01-03 18:00:00,purchase,28.61177669800659,11.792478131979765,click
256,9369,2403.0,16249,2024-01-07 12:00:00,purchase,60.536304569225486,23.86452286462493,click
257,9396,2410.0,56056,2024-02-19 20:00:00,purchase,15.458150253063213,7.857278757319876,click
258,9491,2434.0,91870,2024-03-17 03:00:00,purchase,5.51477211302525,2.38402679444599,click
259,9497,2437.0,14098,2024-02-28 21:00:00,purchase,25.739991721328895,13.26813086010533,click
260,9500,2438.0,96669,2024-01-24 10:00:00,purchase,48.24701626013479,26.507221284791093,click
261,9508,2440.0,31606,2024-02-14 23:00:00,purchase,22.123625676020893,6.095544334129461,click
262,9587,2452.0,82681,2024-01-03 11:00:00,purchase,22.795035539194316,9.705518518139867,click
263,9600,2454.0,38251,2024-02-10 12:00:00,purchase,27.04259818938372,12.075893280944026,click
264,9630,2464.0,67008,2024-03-13 04:00:00,purchase,45.81617594739732,20.885963868372063,click
265,9640,2467.0,19689,2024-01-25 19:00:00,purchase,43.578583015080724,21.271498798402654,click
266,9641,2468.0,71394,2024-02-17 01:00:00,purchase,66.05155889934535,25.267913622873436,click
267,9718,2487.0,90852,2024-01-05 03:00:00,purchase,105.59926413846716,56.318730605185934,click
268,9745,2495.0,64662,2024-01-20 21:00:00,purchase,22.913369915511726,13.094871350705391,click
269,9769,2501.0,22685,2024-01-04 18:00:00,purchase,95.38301619774262,52.87701757831943,click
270,9876,2527.0,63073,2024-03-28 23:00:00,purchase,7.97817711533209,2.95382390052525,click
271,9884,2532.0,73267,2024-03-19 08:00:00,purchase,39.10228080654584,16.19204625071389,click
272,9900,2536.0,87175,2024-02-08 21:00:00,purchase,0.8923071245494496,0.31547881761078056,click
273,9924,2542.0,38975,2024-01-31 19:00:00,purchase,65.84809006686164,19.728859427342808,click
274,9942,2547.0,12971,2024-01-20 03:00:00,purchase,25.492739232820508,11.89597965907666,click
275,9991,2560.0,62836,2024-03-14 02:00:00,purchase,17.29163509802083,6.504275186398953,click
276,10009,2564.0,99318,2024-02-02 20:00:00,purchase,65.58707837954003,36.619590622069985,click
277,10034,2567.0,33803,2024-03-07 21:00:00,purchase,19.29502251089546,9.28057804602296,click
278,10069,2576.0,50436,2024-03-15 01:00:00,purchase,42.06108265806884,19.15684468871533,click
279,10073,2577.0,35094,2024-01-30 09:00:00,purchase,23.910694621084453,6.667438761289873,click
280,10136,2588.0,75882,2024-03-27 19:00:00,purchase,33.29377614608805,16.39239740706594,click
281,10165,2596.0,72950,2024-03-30 11:00:00,purchase,7.136383828481689,3.2835423970493918,click
282,10200,2607.0,77337,2024-03-10 10:00:00,purchase,50.395465355332746,23.123591225762947,click
283,10306,2631.0,94355,2024-03-17 17:00:00,purchase,53.84848818056274,17.0411098011834,click
284,10307,2632.0,14697,2024-03-09 17:00:00,purchase,41.05324198956342,17.771272918769732,click
285,10374,2648.0,38379,2024-02-09 06:00:00,purchase,0.8673276108878254,0.2531679348626469,click
286,10412,2661.0,32161,2024-02-21 20:00:00,purchase,42.99655455537087,27.088312879448395,click
287,10429,2667.0,35187,2024-01-26 05:00:00,purchase,11.461475895655607,3.7655540794608573,click
288,10444,2671.0,31459,2024-02-01 03:00:00,purchase,17.92426507640611,7.96015232836382,click
289,10457,2672.0,92366,2024-02-24 12:00:00,purchase,31.276548884546454,12.856327667424688,click
290,10462,2674.0,40534,2024-01-17 14:00:00,purchase,32.11307907777362,17.53250806170963,click
291,10503,2689.0,81336,2024-01-10 16:00:00,purchase,2.2573127504122055,1.135796706815062,click
