click_id,impression_id,user_id,timestamp,campaign,source,device,geo,placement,language,session_id
52,51531,204,2024-03-17 14:00:00,TT_Scale,TikTok,Mobile,US,Story,DE,27167
53,15652,206,2024-02-13 22:00:00,FB_Prospecting,Facebook,Mobile,DE,Story,ES,21738
54,57926,209,2024-03-18 07:00:00,FB_Prospecting,Facebook,Mobile,US,Story,DE,18085
55,76948,210,2024-02-16 14:00:00,GG_Search,Google,Mobile,IN,Search,DE,15797
56,1532,214,2024-03-12 23:00:00,TT_Scale,TikTok,Desktop,US,Feed,DE,22580
57,44352,216,2024-02-01 11:00:00,FB_Prospecting,Facebook,Mobile,IN,Search,ES,14487
58,69842,217,2024-03-03 23:00:00,GG_Search,Google,Mobile,US,Search,DE,10780
59,75351,222,2024-01-02 09:00:00,FB_Prospecting,Facebook,Mobile,US,Story,ES,24308
60,69483,225,2024-01-19 08:00:00,TT_Scale,TikTok,Mobile,US,Search,ES,6569
61,40926,234,2024-02-05 14:00:00,FB_Prospecting,Facebook,Mobile,US,Search,ES,31404
62,27708,245,2024-02-06 17:00:00,GG_Search,Google,Mobile,IN,Story,DE,32855
63,90629,250,2024-01-14 21:00:00,FB_Prospecting,Facebook,Mobile,UK,Feed,ES,16772
64,35657,255,2024-02-24 23:00:00,GG_Search,Google,Mobile,UK,Feed,ES,19994
65,75187,257,2024-03-09 08:00:00,GG_Search,Google,Mobile,US,Feed,ES,31727
66,92041,268,2024-03-29 14:00:00,FB_Prospecting,Facebook,Mobile,IN,Search,DE,38887
67,95039,269,2024-01-29 07:00:00,GG_Search,Google,Desktop,US,Feed,EN,39456
68,53612,269,2024-02-29 06:00:00,FB_Prospecting,Facebook,Mobile,DE,Search,ES,46727
69,61603,281,2024-03-23 03:00:00,FB_Prospecting,Facebook,Mobile,US,Story,EN,44832
70,44553,284,2024-02-22 02:00:00,FB_Prospecting,Facebook,Desktop,US,Story,DE,28360
71,28279,285,2024-03-26 18:00:00,FB_Prospecting,Facebook,Desktop,US,Story,DE,2128
72,88872,288,2024-02-05 03:00:00,FB_Prospecting,Facebook,Mobile,DE,Search,ES,36075
73,16713,295,2024-03-17 23:00:00,GG_Search,Google,Mobile,UK,Story,DE,7062
74,50231,296,2024-02-10 21:00:00,TT_Scale,TikTok,Desktop,US,Story,EN,13891
75,37104,300,2024-01-29 13:00:00,GG_Search,Google,Mobile,IN,Feed,DE,20439
76,292,302,2024-02-11 10:00:00,FB_Prospecting,Facebook,Mobile,US,Search,EN,21524
77,4402,315,2024-01-15 15:00:00,FB_Prospecting,Facebook,Desktop,UK,Feed,DE,1801
78,77609,319,2024-03-04 06:00:00,TT_Scale,TikTok,Mobile,UK,Search,DE,41819
79,55605,320,2024-01-18 22:00:00,FB_Prospecting,Facebook,Desktop,DE,Story,DE,16018
80,54377,326,2024-02-17 20:00:00,FB_Prospecting,Facebook,Mobile,UK,Search,DE,26567
81,33995,338,2024-02-26 09:00:00,FB_Prospecting,Facebook,Mobile,DE,Feed,ES,6641
82,1210,339,2024-03-23 19:00:00,GG_Search,Google,Mobile,UK,Story,ES,21049
83,63197,342,2024-02-21 11:00:00,GG_Search,Google,Mobile,US,Story,DE,23863
84,32921,343,2024-03-01 20:00:00,FB_Prospecting,Facebook,Mobile,UK,Search,DE,30815
85,68699,351,2024-03-21 03:00:00,TT_Scale,TikTok,Mobile,IN,Search,ES,5784
86,8769,353,2024-02-07 17:00:00,GG_Search,Google,Mobile,IN,Search,DE,31583
87,98135,353,2024-03-03 12:00:00,TT_Scale,TikTok,Desktop,UK,Feed,EN,15556
88,27197,357,2024-02-26 10:00:00,TT_Scale,TikTok,Mobile,US,Story,EN,45748
89,76629,357,2024-03-13 05:00:00,GG_Search,Google,Mobile,UK,Search,EN,33698
90,95081,362,2024-02-15 09:00:00,GG_Search,Google,Mobile,DE,Feed,DE,34895
91,8855,365,2024-01-06 23:00:00,FB_Prospecting,Facebook,Mobile,DE,Story,EN,42579
92,23543,369,2024-02-01 17:00:00,FB_Prospecting,Facebook,Mobile,IN,Feed,DE,29533
93,94177,374,2024-03-29 13:00:00,GG_Search,Google,Desktop,DE,Feed,EN,44735
94,63924,376,2024-01-05 01:00:00,TT_Scale,TikTok,Mobile,US,Feed,ES,29579
95,96992,376,2024-01-19 16:00:00,TT_Scale,TikTok,Mobile,US,Story,ES,37141
96,59089,390,2024-01-10 06:00:00,TT_Scale,TikTok,Mobile,DE,Search,ES,37581
97,67403,391,2024-03-19 03:00:00,FB_Prospecting,Facebook,Mobile,US,Search,DE,7503
98,20622,394,2024-01-16 06:00:00,FB_Prospecting,Facebook,Desktop,US,Search,DE,25403
99,42354,394,2024-02-26 05:00:00,GG_Search,Google,Mobile,US,Search,EN,8196
100,98530,399,2024-03-07 08:00:00,TT_Scale,TikTok,Mobile,US,Search,EN,11407
101,25852,402,2024-01-22 21:00:00,GG_Search,Google,Mobile,US,Story,DE,12326
102,55832,405,2024-02-03 00:00:00,GG_Search,Google,Mobile,US,Search,ES,18575
103,84942,409,2024-03-19 19:00:00,TT_Scale,TikTok,Mobile,US,Search,ES,33827
104,41319,414,2024-02-24 13:00:00,GG_Search,Google,Mobile,UK,Story,ES,49818
105,30619,426,2024-02-04 15:00:00,TT_Scale,TikTok,Desktop,DE,Search,ES,34046
106,56086,430,2024-02-21 13:00:00,FB_Prospecting,Facebook,Mobile,US,Search,DE,3104
107,95577,441,2024-01-24 12:00:00,GG_Search,Google,Mobile,IN,Story,ES,14957
108,38081,443,2024-03-27 07:00:00,GG_Search,Google,Desktop,DE,Search,ES,38774
109,34364,444,2024-02-25 04:00:00,FB_Prospecting,Facebook,Mobile,UK,Story,EN,34896
110,65329,447,2024-03-01 02:00:00,GG_Search,Google,Mobile,DE,Feed,EN,8668
111,33084,456,2024-02-22 13:00:00,GG_Search,Google,Mobile,US,Search,EN,24484
112,52502,463,2024-03-16 00:00:00,GG_Search,Google,Desktop,US,Feed,EN,21097
113,36998,468,2024-01-09 00:00:00,GG_Search,Google,Mobile,US,Search,ES,37686
114,70178,493,2024-03-10 18:00:00,FB_Prospecting,Facebook,Mobile,US,Search,DE,2726
115,3355,493,2024-03-17 12:00:00,FB_Prospecting,Facebook,Desktop,IN,Search,ES,27197
116,5994,496,2024-02-21 11:00:00,FB_Prospecting,Facebook,Mobile,DE,Search,DE,31832
117,22706,503,2024-01-22 07:00:00,GG_Search,Google,Mobile,UK,Search,DE,39756
118,77539,508,2024-01-31 02:00:00,TT_Scale,TikTok,Mobile,DE,Search,ES,6083
119,72899,510,2024-01-07 06:00:00,GG_Search,Google,Mobile,UK,Story,DE,35929
120,61610,521,2024-01-10 15:00:00,FB_Prospecting,Facebook,Mobile,UK,Search,EN,20024
121,13394,534,2024-01-14 02:00:00,FB_Prospecting,Facebook,Desktop,US,Story,EN,48111
122,78993,536,2024-03-05 17:00:00,GG_Search,Google,Mobile,UK,Search,EN,12277
123,43751,537,2024-03-25 20:00:00,TT_Scale,TikTok,Mobile,IN,Search,EN,4614
124,74700,545,2024-01-05 11:00:00,TT_Scale,TikTok,Mobile,IN,Feed,DE,18476
125,49825,546,2024-01-07 06:00:00,FB_Prospecting,Facebook,Desktop,US,Search,EN,35728
126,99205,554,2024-01-03 10:00:00,GG_Search,Google,Mobile,US,Feed,EN,7640
127,84368,557,2024-01-21 21:00:00,FB_Prospecting,Facebook,Desktop,DE,Story,EN,1014
128,16024,559,2024-01-13 20:00:00,GG_Search,Google,Mobile,DE,Search,EN,19530
129,8925,560,2024-03-06 12:00:00,GG_Search,Google,Mobile,US,Search,ES,29220
130,7507,562,2024-03-02 00:00:00,GG_Search,Google,Mobile,DE,Feed,DE,23607
131,4176,571,2024-01-16 10:00:00,TT_Scale,TikTok,Mobile,UK,Feed,DE,33366
132,80342,582,2024-03-16 20:00:00,FB_Prospecting,Facebook,Mobile,UK,Search,DE,27863
133,10787,583,2024-03-28 17:00:00,FB_Prospecting,Facebook,Mobile,US,Search,ES,22027
134,69065,584,2024-02-16 22:00:00,TT_Scale,TikTok,Mobile,IN,Search,DE,30025
135,25031,588,2024-02-04 16:00:00,GG_Search,Google,Desktop,DE,Search,ES,39186
136,9532,592,2024-02-26 18:00:00,GG_Search,Google,Desktop,UK,Feed,ES,2096
137,21496,593,2024-01-08 09:00:00,FB_Prospecting,Facebook,Mobile,IN,Story,ES,26358
138,65341,594,2024-03-27 22:00:00,TT_Scale,TikTok,Mobile,US,Search,ES,32238
139,18051,595,2024-02-27 19:00:00,FB_Prospecting,Facebook,Mobile,US,Search,DE,29685
140,87415,619,2024-03-04 16:00:00,FB_Prospecting,Facebook,Mobile,US,Feed,ES,30846
141,91190,620,2024-01-01 17:00:00,FB_Prospecting,Facebook,Mobile,UK,Feed,DE,22865
142,1705,620,2024-03-06 03:00:00,TT_Scale,TikTok,Desktop,DE,Search,DE,39112
143,45677,621,2024-03-11 15:00:00,TT_Scale,TikTok,Desktop,US,Feed,DE,17289
144,44559,624,2024-02-22 06:00:00,GG_Search,Google,Mobile,DE,Feed,EN,8517
145,61174,627,2024-01-03 02:00:00,TT_Scale,TikTok,Mobile,US,Search,DE,34116
146,70679,628,2024-02-06 13:00:00,FB_Prospecting,Facebook,Desktop,DE,Feed,ES,7238
147,1970,633,2024-03-02 20:00:00,TT_Scale,TikTok,Mobile,IN,Search,EN,46659
148,9998,635,2024-01-06 14:00:00,FB_Prospecting,Facebook,Mobile,DE,Feed,DE,20509
149,52680,635,2024-03-14 01:00:00,FB_Prospecting,Facebook,Mobile,IN,Search,EN,43805
150,42986,636,2024-01-20 09:00:00,GG_Search,Google,Mobile,US,Feed,EN,6029
151,11473,638,2024-01-28 10:00:00,TT_Scale,TikTok,Desktop,UK,Search,EN,40922
152,19387,638,2024-02-10 16:00:00,FB_Prospecting,Facebook,Mobile,US,Search,DE,754
153,95575,639,2024-01-14 15:00:00,GG_Search,Google,Mobile,UK,Search,ES,11471
154,84228,640,2024-01-02 13:00:00,GG_Search,Google,Mobile,IN,Feed,EN,20278
155,99214,650,2024-02-28 20:00:00,GG_Search,Google,Mobile,UK,Search,ES,2069
156,66427,654,2024-01-25 16:00:00,GG_Search,Google,Mobile,US,Story,ES,36003
157,47369,655,2024-03-30 20:00:00,FB_Prospecting,Facebook,Mobile,DE,Feed,ES,17828
158,23431,657,2024-03-21 06:00:00,TT_Scale,TikTok,Mobile,DE,Feed,DE,40168
159,43464,661,2024-01-16 04:00:00,FB_Prospecting,Facebook,Mobile,UK,Story,DE,43325
160,36902,661,2024-02-13 10:00:00,GG_Search,Google,Mobile,IN,Story,ES,4508
161,712,667,2024-02-15 18:00:00,TT_Scale,TikTok,Mobile,US,Story,ES,47264
162,63295,668,2024-02-20 13:00:00,FB_Prospecting,Facebook,Desktop,US,Story,DE,38657
163,8946,672,2024-02-27 02:00:00,TT_Scale,TikTok,Desktop,UK,Feed,DE,48509
164,75988,677,2024-02-15 06:00:00,GG_Search,Google,Mobile,UK,Search,EN,32664
165,9381,695,2024-02-06 08:00:00,GG_Search,Google,Desktop,US,Search,DE,29342
166,68326,701,2024-03-24 01:00:00,FB_Prospecting,Facebook,Mobile,US,Search,ES,27593
167,8124,713,2024-01-20 01:00:00,TT_Scale,TikTok,Desktop,UK,Feed,DE,2170
168,4360,720,2024-01-02 13:00:00,TT_Scale,TikTok,Mobile,DE,Story,EN,30459
169,3279,720,2024-01-30 16:00:00,TT_Scale,TikTok,Mobile,UK,Search,DE,48325
170,47366,722,2024-01-12 01:00:00,GG_Search,Google,Mobile,US,Search,EN,45607
171,55251,729,2024-03-17 01:00:00,TT_Scale,TikTok,Desktop,DE,Search,DE,41196
172,77632,736,2024-02-20 01:00:00,FB_Prospecting,Facebook,Desktop,UK,Search,ES,35733
173,72662,741,2024-03-13 17:00:00,TT_Scale,TikTok,Mobile,UK,Feed,ES,46668
174,54805,744,2024-02-26 12:00:00,FB_Prospecting,Facebook,Desktop,DE,Search,DE,39265
175,40805,744,2024-03-30 09:00:00,TT_Scale,TikTok,Desktop,UK,Search,ES,20117
176,74726,747,2024-02-06 20:00:00,FB_Prospecting,Facebook,Desktop,US,Search,DE,44979
177,73348,754,2024-01-05 10:00:00,GG_Search,Google,Mobile,US,Feed,EN,28501
178,77601,764,2024-03-19 02:00:00,GG_Search,Google,Mobile,US,Story,DE,16194
179,62853,767,2024-03-05 03:00:00,TT_Scale,TikTok,Mobile,UK,Story,ES,33553
180,2093,768,2024-01-31 14:00:00,TT_Scale,TikTok,Desktop,US,Story,EN,10102
181,38488,769,2024-03-26 21:00:00,FB_Prospecting,Facebook,Desktop,UK,Story,DE,8473
182,55965,771,2024-03-22 07:00:00,GG_Search,Google,Mobile,US,Search,ES,7911
183,37594,773,2024-03-09 01:00:00,FB_Prospecting,Facebook,Mobile,DE,Feed,DE,19388
184,53393,779,2024-03-26 06:00:00,FB_Prospecting,Facebook,Mobile,DE,Search,DE,27162
185,39922,783,2024-03-14 08:00:00,GG_Search,Google,Desktop,DE,Story,ES,27324
186,55665,786,2024-03-05 12:00:00,GG_Search,Google,Mobile,IN,Search,DE,27357
187,84915,791,2024-03-11 08:00:00,GG_Search,Google,Mobile,IN,Search,EN,15681
188,93252,803,2024-02-01 12:00:00,TT_Scale,TikTok,Mobile,US,Search,DE,32794
189,41758,806,2024-03-10 01:00:00,FB_Prospecting,Facebook,Desktop,US,Feed,DE,1954
190,34871,809,2024-02-11 03:00:00,TT_Scale,TikTok,Mobile,UK,Search,DE,4545
191,81718,811,2024-02-09 21:00:00,TT_Scale,TikTok,Mobile,DE,Search,ES,41531
192,21720,816,2024-01-15 09:00:00,GG_Search,Google,Desktop,UK,Feed,DE,6581
193,96107,820,2024-01-06 11:00:00,GG_Search,Google,Mobile,IN,Search,ES,26977
194,42249,826,2024-01-19 06:00:00,GG_Search,Google,Mobile,DE,Search,EN,3014
195,86192,829,2024-01-10 06:00:00,GG_Search,Google,Mobile,US,Search,ES,7922
196,9074,841,2024-02-19 04:00:00,FB_Prospecting,Facebook,Mobile,DE,Story,DE,45981
197,43579,851,2024-01-27 01:00:00,FB_Prospecting,Facebook,Desktop,US,Search,EN,25888
198,95208,854,2024-01-25 13:00:00,TT_Scale,TikTok,Desktop,DE,Story,ES,28844
199,87624,854,2024-03-03 15:00:00,FB_Prospecting,Facebook,Mobile,UK,Story,ES,16570
200,77340,856,2024-02-08 06:00:00,TT_Scale,TikTok,Mobile,US,Search,DE,3009
201,61510,857,2024-01-26 22:00:00,TT_Scale,TikTok,Mobile,US,Search,EN,25353
202,76367,861,2024-02-27 22:00:00,TT_Scale,TikTok,Mobile,IN,Feed,ES,36620
203,67178,865,2024-02-23 03:00:00,TT_Scale,TikTok,Mobile,US,Search,EN,29382
204,64707,868,2024-03-29 18:00:00,FB_Prospecting,Facebook,Mobile,UK,Feed,DE,48244
205,61959,869,2024-03-15 18:00:00,TT_Scale,TikTok,Mobile,US,Search,ES,41353
206,3771,870,2024-01-08 13:00:00,TT_Scale,TikTok,Mobile,UK,Feed,DE,31132
207,16371,870,2024-03-16 11:00:00,GG_Search,Google,Desktop,US,Story,DE,28322
208,50372,878,2024-01-29 13:00:00,FB_Prospecting,Facebook,Mobile,US,Feed,DE,14602
209,98526,878,2024-02-21 15:00:00,FB_Prospecting,Facebook,Desktop,DE,Feed,ES,21932
210,98864,885,2024-03-23 14:00:00,GG_Search,Google,Mobile,US,Feed,EN,16298
211,18887,886,2024-03-03 09:00:00,GG_Search,Google,Desktop,UK,Search,ES,47570
212,98535,895,2024-02-20 02:00:00,FB_Prospecting,Facebook,Mobile,IN,Search,EN,3528
213,35264,900,2024-01-19 20:00:00,FB_Prospecting,Facebook,Desktop,US,Feed,EN,49738
214,28254,900,2024-03-28 01:00:00,TT_Scale,TikTok,Mobile,DE,Search,DE,26519
215,36627,911,2024-03-03 09:00:00,GG_Search,Google,Mobile,IN,Search,DE,2156
216,48587,914,2024-02-07 10:00:00,TT_Scale,TikTok,Desktop,US,Story,DE,39990
217,53126,916,2024-01-16 02:00:00,GG_Search,Google,Desktop,US,Feed,ES,5258
218,94328,916,2024-02-06 11:00:00,GG_Search,Google,Mobile,UK,Search,DE,25455
219,70096,918,2024-03-06 06:00:00,GG_Search,Google,Mobile,UK,Feed,DE,33306
220,5095,924,2024-01-23 10:00:00,GG_Search,Google,Mobile,DE,Story,EN,47712
221,59472,928,2024-02-24 07:00:00,TT_Scale,TikTok,Mobile,US,Feed,DE,26284
222,14421,934,2024-01-25 12:00:00,GG_Search,Google,Mobile,UK,Story,ES,34163
223,69532,935,2024-01-28 22:00:00,TT_Scale,TikTok,Mobile,UK,Story,DE,22572
224,86036,935,2024-02-10 23:00:00,GG_Search,Google,Mobile,DE,Feed,EN,26017
225,90952,936,2024-02-15 02:00:00,GG_Search,Google,Mobile,DE,Search,EN,28374
226,72076,938,2024-02-24 06:00:00,FB_Prospecting,Facebook,Mobile,IN,Search,DE,23656
227,7315,941,2024-03-06 16:00:00,TT_Scale,TikTok,Desktop,DE,Feed,DE,25727
228,81321,942,2024-03-28 03:00:00,GG_Search,Google,Mobile,DE,Story,DE,15244
229,94068,949,2024-01-17 05:00:00,FB_Prospecting,Facebook,Mobile,DE,Search,DE,6920
230,30980,953,2024-02-29 09:00:00,FB_Prospecting,Facebook,Desktop,US,Search,DE,32312
231,15645,959,2024-01-22 04:00:00,FB_Prospecting,Facebook,Mobile,UK,Search,EN,17711
232,58394,960,2024-01-11 03:00:00,FB_Prospecting,Facebook,Desktop,IN,Feed,EN,27005
233,33568,960,2024-02-15 15:00:00,TT_Scale,TikTok,Desktop,US,Story,ES,41882
234,58577,961,2024-02-09 05:00:00,GG_Search,Google,Mobile,US,Story,DE,47846
235,45672,975,2024-02-06 14:00:00,GG_Search,Google,Mobile,US,Search,DE,390
236,79239,984,2024-01-13 17:00:00,GG_Search,Google,Mobile,IN,Search,ES,25901
237,81821,985,2024-02-20 17:00:00,FB_Prospecting,Facebook,Mobile,DE,Story,DE,7445
238,38492,992,2024-01-25 22:00:00,TT_Scale,TikTok,Mobile,US,Search,ES,41128
239,36642,993,2024-01-03 08:00:00,FB_Prospecting,Facebook,Mobile,IN,Search,ES,10895
240,63933,995,2024-03-13 10:00:00,TT_Scale,TikTok,Mobile,US,Search,EN,20968
241,16633,1000,2024-01-20 21:00:00,GG_Search,Google,Mobile,DE,Search,EN,21220
242,4703,1002,2024-01-13 03:00:00,GG_Search,Google,Mobile,US,Search,DE,5969
243,5517,1002,2024-02-22 13:00:00,GG_Search,Google,Mobile,DE,Search,EN,5974
244,9417,1005,2024-03-10 23:00:00,FB_Prospecting,Facebook,Desktop,IN,Story,DE,36182
245,27133,1007,2024-01-19 17:00:00,TT_Scale,TikTok,Mobile,IN,Feed,DE,47657
246,35069,1009,2024-01-12 06:00:00,TT_Scale,TikTok,Mobile,IN,Feed,DE,30080
247,22340,1016,2024-02-10 21:00:00,TT_Scale,TikTok,Desktop,IN,Search,ES,13037
248,21705,1018,2024-03-23 22:00:00,TT_Scale,TikTok,Desktop,UK,Search,DE,27826
249,10628,1019,2024-01-21 14:00:00,GG_Search,Google,Mobile,UK,Search,ES,492
250,35619,1025,2024-02-25 11:00:00,TT_Scale,TikTok,Mobile,DE,Search,DE,37027
251,29033,1029,2024-02-14 00:00:00,FB_Prospecting,Facebook,Desktop,UK,Story,ES,42944
252,67872,1031,2024-01-22 23:00:00,FB_Prospecting,Facebook,Mobile,US,Feed,EN,26682
253,68392,1034,2024-01-13 23:00:00,FB_Prospecting,Facebook,Desktop,US,Feed,EN,48547
254,14402,1038,2024-02-14 18:00:00,TT_Scale,TikTok,Mobile,US,Feed,ES,17123
255,20074,1042,2024-02-20 12:00:00,TT_Scale,TikTok,Mobile,US,Search,DE,29692
256,23693,1051,2024-03-27 10:00:00,GG_Search,Google,Mobile,US,Search,EN,4454
257,25682,1056,2024-01-02 17:00:00,GG_Search,Google,Desktop,UK,Search,EN,46424
258,57704,1056,2024-03-13 07:00:00,GG_Search,Google,Desktop,IN,Feed,EN,9593
259,54105,1057,2024-03-10 05:00:00,TT_Scale,TikTok,Desktop,UK,Feed,DE,16308
260,63718,1072,2024-03-30 22:00:00,GG_Search,Google,Mobile,US,Feed,EN,25392
261,31531,1074,2024-01-03 20:00:00,TT_Scale,TikTok,Mobile,IN,Search,EN,28910
262,74140,1080,2024-03-30 06:00:00,GG_Search,Google,Mobile,US,Feed,ES,22118
263,61327,1081,2024-03-07 05:00:00,TT_Scale,TikTok,Mobile,US,Search,EN,4363
264,25320,1086,2024-03-13 20:00:00,FB_Prospecting,Facebook,Desktop,IN,Feed,ES,18763
265,2600,1090,2024-01-31 08:00:00,TT_Scale,TikTok,Mobile,US,Feed,ES,37029
266,55491,1092,2024-02-20 07:00:00,TT_Scale,TikTok,Mobile,DE,Feed,EN,5659
267,43746,1094,2024-02-25 20:00:00,GG_Search,Google,Mobile,IN,Search,EN,18776
268,98916,1099,2024-01-04 16:00:00,FB_Prospecting,Facebook,Mobile,UK,Feed,EN,33430
269,51089,1100,2024-01-12 12:00:00,GG_Search,Google,Desktop,US,Feed,ES,20349
270,98465,1100,2024-03-25 19:00:00,GG_Search,Google,Mobile,US,Search,EN,45925
271,74799,1103,2024-02-01 08:00:00,GG_Search,Google,Mobile,DE,Feed,EN,19342
272,3545,1105,2024-01-31 12:00:00,GG_Search,Google,Mobile,US,Search,ES,11774
273,33441,1110,2024-03-04 05:00:00,TT_Scale,TikTok,Desktop,US,Search,DE,4399
274,93001,1111,2024-01-28 22:00:00,TT_Scale,TikTok,Desktop,US,Feed,ES,8415
275,52743,1115,2024-01-31 04:00:00,TT_Scale,TikTok,Mobile,UK,Search,ES,47129
276,74791,1118,2024-02-22 21:00:00,FB_Prospecting,Facebook,Desktop,US,Story,ES,1440
277,44130,1123,2024-02-27 03:00:00,TT_Scale,TikTok,Mobile,UK,Search,DE,5070
278,10931,1127,2024-03-09 00:00:00,FB_Prospecting,Facebook,Mobile,US,Feed,EN,44044
279,17890,1136,2024-02-10 04:00:00,GG_Search,Google,Mobile,US,Search,ES,43133
280,57785,1138,2024-03-08 16:00:00,GG_Search,Google,Mobile,US,Search,ES,18300
281,54167,1141,2024-02-07 13:00:00,TT_Scale,TikTok,Desktop,UK,Story,ES,10551
282,97090,1141,2024-02-21 13:00:00,FB_Prospecting,Facebook,Mobile,IN,Search,EN,1439
283,57034,1146,2024-02-09 07:00:00,TT_Scale,TikTok,Desktop,US,Search,EN,26663
284,92522,1153,2024-01-17 17:00:00,FB_Prospecting,Facebook,Desktop,US,Search,ES,31245
285,19652,1154,2024-02-19 20:00:00,FB_Prospecting,Facebook,Mobile,US,Feed,ES,24624
286,59989,1157,2024-01-23 08:00:00,TT_Scale,TikTok,Mobile,DE,Search,EN,29112
287,11054,1162,2024-03-24 08:00:00,GG_Search,Google,Desktop,IN,Story,DE,29604
